#GRID	AN_GRID	-2466000.000000	-2034000.000000	36000.000000	36000.000000	137	113	1	LAMBERT	meters	30.000000	60.000000	103.800000	103.800000	36.300000
  100	901072	   55	  109	0.05871900	!	102667077.000626	1748447342.687740	0.655382
  100	901072	   54	  110	0.28973102	!	506579428.867587	1748447342.687740	0.945113
  100	901072	   55	  110	0.05488692	!	95966892.158774	1748447342.687740	1.000000
  100	901073	   55	  108	0.04715217	!	82443078.864650	1748447342.687789	0.047152
  100	901073	   55	  109	0.66499241	!	1162704218.248899	1748447342.687789	0.712145
  100	901073	   56	  109	0.00300983	!	5262522.972896	1748447342.687789	0.715154
  100	901073	   55	  110	0.27158244	!	474847589.665382	1748447342.687789	0.986737
  100	901073	   56	  110	0.01326316	!	23189932.935957	1748447342.687789	1.000000
  100	901074	   55	  108	0.00631644	!	11043958.949766	1748447342.687740	0.006316
  100	901074	   56	  108	0.09759285	!	170635965.283663	1748447342.687740	0.103909
  100	901074	   55	  109	0.01751766	!	30628704.750474	1748447342.687740	0.121427
  100	901074	   56	  109	0.64969605	!	1135959330.669557	1748447342.687740	0.771123
  100	901074	   56	  110	0.22887700	!	400179383.034284	1748447342.687740	1.000000
  100	901075	   56	  108	0.02606650	!	45575895.733547	1748447342.687779	0.026066
  100	901075	   57	  108	0.13076052	!	228627890.032656	1748447342.687779	0.156827
  100	901075	   56	  109	0.08852320	!	154778146.357546	1748447342.687779	0.245350
  100	901075	   57	  109	0.57795532	!	1010524447.307287	1748447342.687779	0.823306
  100	901075	   56	  110	0.01387079	!	24252337.867338	1748447342.687779	0.837176
  100	901075	   57	  110	0.16282368	!	284688625.389408	1748447342.687779	1.000000
  100	901076	   57	  108	0.05737713	!	100320890.655913	1748447342.687746	0.057377
  100	901076	   58	  108	0.14854492	!	259722975.520234	1748447342.687746	0.205922
  100	901076	   57	  109	0.16327375	!	285475552.692713	1748447342.687746	0.369196
  100	901076	   58	  109	0.50252269	!	878634457.547634	1748447342.687746	0.871718
  100	901076	   57	  110	0.02802509	!	49000402.053324	1748447342.687746	0.899744
  100	901076	   58	  110	0.10025642	!	175293064.217927	1748447342.687746	1.000000
  100	901077	   58	  108	0.09888293	!	172891602.516486	1748447342.687779	0.098883
  100	901077	   59	  108	0.15232693	!	266335613.077106	1748447342.687779	0.251210
  100	901077	   58	  109	0.23870638	!	417365542.452366	1748447342.687779	0.489916
  100	901077	   59	  109	0.42646087	!	745644366.884585	1748447342.687779	0.916377
  100	901077	   58	  110	0.03068194	!	53645754.536886	1748447342.687779	0.947059
  100	901077	   59	  110	0.05294095	!	92564463.220348	1748447342.687779	1.000000
  100	901078	   59	  108	0.14921150	!	260888443.753475	1748447342.687735	0.149211
  100	901078	   60	  108	0.14349320	!	250890305.991357	1748447342.687735	0.292705
  100	901078	   59	  109	0.31476821	!	550355633.115416	1748447342.687735	0.607473
  100	901078	   60	  109	0.34982255	!	611646311.682866	1748447342.687735	0.957295
  100	901078	   59	  110	0.02332045	!	40774573.775637	1748447342.687735	0.980616
  100	901078	   60	  110	0.01938410	!	33892074.368983	1748447342.687735	1.000000
  100	901079	   60	  108	0.20698388	!	361900410.749682	1748447342.687721	0.206984
  100	901079	   61	  108	0.12343572	!	215820855.913917	1748447342.687721	0.330420
  100	901079	   60	  109	0.39140652	!	684353688.317135	1748447342.687721	0.721826
  100	901079	   61	  109	0.27057072	!	473078651.227763	1748447342.687721	0.992397
  100	901079	   60	  110	0.00742588	!	12983752.152382	1748447342.687721	0.999823
  100	901079	   61	  110	0.00017729	!	309984.326843	1748447342.687721	1.000000
  100	901080	   61	  108	0.27081508	!	473505905.883096	1748447342.687776	0.270815
  100	901080	   62	  108	0.09355132	!	163569556.070896	1748447342.687776	0.364366
  100	901080	   61	  109	0.45305798	!	792148024.669859	1748447342.687776	0.817424
  100	901080	   62	  109	0.18257562	!	319223856.063927	1748447342.687776	1.000000
  100	901081	   62	  108	0.33931451	!	593273551.962107	1748447342.687746	0.339315
  100	901081	   63	  108	0.05524124	!	96586390.660724	1748447342.687746	0.394556
  100	901081	   62	  109	0.50220928	!	878086475.604032	1748447342.687746	0.896765
  100	901081	   63	  109	0.10323498	!	180500924.460883	1748447342.687746	1.000000
  100	901082	   63	  108	0.41108644	!	718762999.676273	1748447342.687789	0.411086
  100	901082	   64	  108	0.00991064	!	17328239.821151	1748447342.687789	0.420997
  100	901082	   63	  109	0.54773512	!	957686023.575688	1748447342.687789	0.968732
  100	901082	   64	  109	0.03126779	!	54670079.614675	1748447342.687789	1.000000
  100	901083	   64	  108	0.44369870	!	775783818.242425	1748447342.687732	0.443699
  100	901083	   64	  109	0.55630130	!	972663524.445308	1748447342.687732	1.000000
  100	901084	   64	  108	0.04101224	!	71707734.116481	1748447342.687774	0.041012
  100	901084	   65	  108	0.42165545	!	737242354.872792	1748447342.687774	0.462668
  100	901084	   64	  109	0.03479208	!	60832126.583705	1748447342.687774	0.497460
  100	901084	   65	  109	0.50254023	!	878665127.114796	1748447342.687774	1.000000
  100	901085	   65	  108	0.09608922	!	168006934.639713	1748447342.687729	0.096089
  100	901085	   66	  108	0.38182075	!	667593479.948497	1748447342.687729	0.477910
  100	901085	   65	  109	0.09645016	!	168638024.120803	1748447342.687729	0.574360
  100	901085	   66	  109	0.42563987	!	744208903.978717	1748447342.687729	1.000000
  100	901086	   66	  108	0.15390607	!	269096657.746302	1748447342.687774	0.153906
  100	901086	   67	  108	0.33552424	!	586646459.747059	1748447342.687774	0.489430
  100	901086	   66	  109	0.15518322	!	271329680.715211	1748447342.687774	0.644614
  100	901086	   67	  109	0.35538648	!	621374544.479201	1748447342.687774	1.000000
  100	901087	   67	  108	0.21304648	!	372500559.176132	1748447342.687736	0.213046
  100	901087	   68	  108	0.28418581	!	496883926.111500	1748447342.687736	0.497232
  100	901087	   67	  109	0.21246025	!	371475559.722105	1748447342.687736	0.709693
  100	901087	   68	  109	0.29030745	!	507587297.677998	1748447342.687736	1.000000
  100	901088	   68	  108	0.27209236	!	475739160.182687	1748447342.687735	0.272092
  100	901088	   69	  108	0.22922601	!	400789614.672246	1748447342.687735	0.501318
  100	901088	   68	  109	0.26975201	!	471647178.089970	1748447342.687735	0.771070
  100	901088	   69	  109	0.22892962	!	400271389.742834	1748447342.687735	1.000000
  100	901089	   69	  108	0.32962424	!	576330622.238239	1748447342.687773	0.329624
  100	901089	   70	  108	0.17206557	!	300847592.965069	1748447342.687773	0.501690
  100	901089	   69	  109	0.32853055	!	574418363.361859	1748447342.687773	0.830220
  100	901089	   70	  109	0.16977964	!	296850764.122607	1748447342.687773	1.000000
  100	901090	   70	  108	0.38422176	!	671791520.082387	1748447342.687733	0.384222
  100	901090	   71	  108	0.11412496	!	199541488.860541	1748447342.687733	0.498347
  100	901090	   70	  109	0.39026884	!	682364512.300552	1748447342.687733	0.888616
  100	901090	   71	  109	0.11138444	!	194749821.444255	1748447342.687733	1.000000
  100	901091	   71	  108	0.43446411	!	759637613.698147	1748447342.687786	0.434464
  100	901091	   72	  108	0.05682397	!	99353718.722469	1748447342.687786	0.491288
  100	901091	   71	  109	0.45644031	!	798061850.574008	1748447342.687786	0.947728
  100	901091	   72	  109	0.05227161	!	91394159.693165	1748447342.687786	1.000000
  100	901092	   72	  108	0.47844008	!	836527292.590323	1748447342.687734	0.478440
  100	901092	   73	  108	0.00207158	!	3622041.920055	1748447342.687734	0.480512
  100	901092	   72	  109	0.51948834	!	908298008.177358	1748447342.687734	1.000000
  100	901093	   72	  108	0.00049034	!	857327.208614	1748447342.687768	0.000490
  100	901093	   73	  108	0.46552377	!	813943806.851066	1748447342.687768	0.466014
  100	901093	   72	  109	0.00903157	!	15791216.916423	1748447342.687768	0.475046
  100	901093	   73	  109	0.52495432	!	917854991.711664	1748447342.687768	1.000000
  100	901094	   73	  108	0.05016815	!	87716370.234859	1748447342.687738	0.050168
  100	901094	   74	  108	0.39762275	!	695222445.752377	1748447342.687738	0.447791
  100	901094	   73	  109	0.07403224	!	129441475.199330	1748447342.687738	0.521823
  100	901094	   74	  109	0.47817686	!	836067051.501170	1748447342.687738	1.000000
  100	901095	   74	  108	0.09698112	!	169566382.558394	1748447342.687783	0.096981
  100	901095	   75	  108	0.32885522	!	574986043.470851	1748447342.687783	0.425836
  100	901095	   74	  109	0.14421489	!	252152134.370740	1748447342.687783	0.570051
  100	901095	   75	  109	0.42994877	!	751742782.287795	1748447342.687783	1.000000
  100	901096	   75	  108	0.13744441	!	240314316.061089	1748447342.687732	0.137444
  100	901096	   76	  108	0.26269916	!	459315648.065688	1748447342.687732	0.400144
  100	901096	   75	  109	0.22104532	!	386486094.237431	1748447342.687732	0.621189
  100	901096	   76	  109	0.37881111	!	662331284.323522	1748447342.687732	1.000000
  100	901097	   76	  108	0.17014791	!	297494656.423319	1748447342.687741	0.170148
  100	901097	   77	  108	0.20055664	!	350662720.024638	1748447342.687741	0.370705
  100	901097	   76	  109	0.30598663	!	535001503.775542	1748447342.687741	0.676691
  100	901097	   77	  109	0.32330883	!	565288462.464243	1748447342.687741	1.000000
  100	901098	   77	  108	0.19368477	!	338647614.479015	1748447342.687787	0.193685
  100	901098	   78	  108	0.14382528	!	251470931.555788	1748447342.687787	0.337510
  100	901098	   77	  109	0.40032102	!	699940228.317490	1748447342.687787	0.737831
  100	901098	   78	  109	0.25855292	!	452066169.729775	1748447342.687787	0.996384
  100	901098	   77	  110	0.00017775	!	310780.685241	1748447342.687787	0.996562
  100	901098	   78	  110	0.00343826	!	6011617.920477	1748447342.687787	1.000000
  100	901099	   78	  108	0.20665187	!	361319914.602493	1748447342.687734	0.206652
  100	901099	   79	  108	0.09389780	!	164175367.462232	1748447342.687734	0.300550
  100	901099	   78	  109	0.48267615	!	843933830.270226	1748447342.687734	0.783226
  100	901099	   79	  109	0.18180562	!	317877549.596054	1748447342.687734	0.965031
  100	901099	   78	  110	0.02336197	!	40847166.598240	1748447342.687734	0.988393
  100	901099	   79	  110	0.01160659	!	20293514.158489	1748447342.687734	1.000000
  100	901100	   79	  108	0.20765028	!	363065587.831080	1748447342.687790	0.207650
  100	901100	   80	  108	0.05216155	!	91201719.883172	1748447342.687790	0.259812
  100	901100	   79	  109	0.55942345	!	978122450.403946	1748447342.687790	0.819235
  100	901100	   80	  109	0.10562429	!	184678505.673883	1748447342.687790	0.924860
  100	901100	   79	  110	0.06463356	!	113008384.178659	1748447342.687790	0.989493
  100	901100	   80	  110	0.01050686	!	18370694.717046	1748447342.687790	1.000000
  100	901101	   80	  108	0.19528570	!	341446770.330203	1748447342.687739	0.195286
  100	901101	   81	  108	0.01999802	!	34965476.280373	1748447342.687739	0.215284
  100	901101	   80	  109	0.63560478	!	1111321494.326117	1748447342.687739	0.850889
  100	901101	   81	  109	0.03006159	!	52561108.634338	1748447342.687739	0.880950
  100	901101	   80	  110	0.11904974	!	208152197.063347	1748447342.687739	1.000000
  100	901101	   81	  110	0.00000017	!	296.053360	1748447342.687739	1.000000
  100	901102	   81	  108	0.16694216	!	291889583.022257	1748447342.687793	0.166942
  100	901102	   82	  108	0.00000917	!	16024.833956	1748447342.687793	0.166951
  100	901102	   81	  109	0.66633786	!	1165056660.768381	1748447342.687793	0.833289
  100	901102	   80	  110	0.00134954	!	2359601.611674	1748447342.687793	0.834639
  100	901102	   81	  110	0.16536127	!	289125472.451527	1748447342.687793	1.000000
  100	901103	   81	  108	0.00122676	!	2144924.792029	1748447342.687742	0.001227
  100	901103	   82	  108	0.11357268	!	198575844.816653	1748447342.687742	0.114799
  100	901103	   81	  109	0.04482962	!	78382230.597281	1748447342.687742	0.159629
  100	901103	   82	  109	0.62223279	!	1087941268.763673	1748447342.687742	0.781862
  100	901103	   81	  110	0.02548078	!	44551810.619270	1748447342.687742	0.807343
  100	901103	   82	  110	0.19265737	!	336851263.098837	1748447342.687742	1.000000
  100	901104	   82	  108	0.01009273	!	17646612.075541	1748447342.687789	0.010093
  100	901104	   83	  108	0.04871885	!	85182349.121315	1748447342.687789	0.058812
  100	901104	   82	  109	0.11899628	!	208058731.236328	1748447342.687789	0.177808
  100	901104	   83	  109	0.54884397	!	959624787.215334	1748447342.687789	0.726652
  100	901104	   82	  110	0.06338459	!	110824616.430589	1748447342.687789	0.790036
  100	901104	   83	  110	0.20996357	!	367110246.608685	1748447342.687789	1.000000
  100	901105	   83	  108	0.00524010	!	9162034.255905	1748447342.687736	0.005240
  100	901105	   84	  108	0.00197521	!	3453557.308294	1748447342.687736	0.007215
  100	901105	   83	  109	0.19238510	!	336375212.784668	1748447342.687736	0.199600
  100	901105	   84	  109	0.46804131	!	818345587.280656	1748447342.687736	0.667642
  100	901105	   83	  110	0.11653055	!	203747523.202075	1748447342.687736	0.784172
  100	901105	   84	  110	0.21582773	!	377363427.856136	1748447342.687736	1.000000
  100	901106	   84	  109	0.25024778	!	437545064.941490	1748447342.687726	0.250248
  100	901106	   85	  109	0.35456502	!	619938272.281303	1748447342.687726	0.604813
  100	901106	   84	  110	0.18638129	!	325877872.121558	1748447342.687726	0.791194
  100	901106	   85	  110	0.20880591	!	365086133.343377	1748447342.687726	1.000000
  100	901107	   85	  109	0.28555666	!	499280780.082888	1748447342.687785	0.285557
  100	901107	   86	  109	0.25258850	!	441637687.902577	1748447342.687785	0.538145
  100	901107	   85	  110	0.27439188	!	479759758.257916	1748447342.687785	0.812537
  100	901107	   86	  110	0.18746296	!	327769116.444394	1748447342.687785	1.000000
  100	901108	   86	  109	0.30216006	!	528310958.031359	1748447342.687719	0.302160
  100	901108	   87	  109	0.16545753	!	289293773.060444	1748447342.687719	0.467618
  100	901108	   86	  110	0.38200935	!	667923233.760210	1748447342.687719	0.849627
